,sentiment
20099,neutral
20100,positive
20101,neutral
20102,negative
20103,neutral
20104,neutral
20105,positive
20106,positive
20107,positive
20108,neutral
20109,neutral
20110,positive
20111,neutral
20112,positive
20113,neutral
20114,neutral
20115,neutral
20116,neutral
20117,negative
20118,neutral
20119,positive
20120,positive
20121,positive
20122,positive
20123,positive
20124,positive
20125,neutral
20126,neutral
20127,neutral
20128,positive
20129,neutral
20130,positive
20131,neutral
20132,neutral
20133,neutral
20134,positive
20135,positive
20136,positive
20137,negative
20138,neutral
20139,neutral
20140,negative
20141,neutral
20142,neutral
20143,neutral
20144,neutral
20145,negative
20146,positive
20147,neutral
20148,neutral
20149,positive
20150,neutral
20151,neutral
20152,neutral
20153,positive
20154,negative
20155,neutral
20156,negative
20157,positive
20158,neutral
20159,neutral
20160,neutral
20161,positive
20162,positive
20163,neutral
20164,positive
20165,neutral
20166,neutral
20167,positive
20168,neutral
20169,neutral
20170,neutral
20171,positive
20172,positive
20173,neutral
20174,neutral
20175,neutral
20176,neutral
20177,neutral
20178,positive
20179,neutral
20180,neutral
20181,negative
20182,positive
20183,negative
20184,positive
20185,neutral
20186,neutral
20187,positive
20188,neutral
20189,neutral
20190,neutral
20191,neutral
20192,positive
20193,neutral
20194,neutral
20195,neutral
20196,neutral
20197,neutral
20198,positive
20199,neutral
20200,neutral
20201,positive
20202,neutral
20203,negative
20204,neutral
20205,neutral
20206,negative
20207,neutral
20208,neutral
20209,positive
20210,neutral
20211,neutral
20212,neutral
20213,neutral
20214,neutral
20215,neutral
20216,neutral
20217,neutral
20218,positive
20219,neutral
20220,neutral
20221,neutral
20222,positive
20223,positive
20224,negative
20225,neutral
20226,negative
20227,negative
20228,negative
20229,negative
20230,negative
20231,positive
20232,neutral
20233,neutral
20234,neutral
20235,neutral
20236,neutral
20237,positive
20238,neutral
20239,neutral
20240,positive
20241,neutral
20242,neutral
20243,neutral
20244,neutral
20245,neutral
20246,neutral
20247,neutral
20248,neutral
20249,negative
20250,neutral
20251,neutral
20252,neutral
20253,neutral
20254,neutral
20255,neutral
20256,positive
20257,neutral
20258,neutral
20259,neutral
20260,neutral
20261,neutral
20262,negative
20263,neutral
20264,neutral
20265,positive
20266,neutral
20267,positive
20268,positive
20269,neutral
20270,neutral
20271,neutral
20272,neutral
20273,negative
20274,negative
20275,negative
20276,neutral
20277,neutral
20278,neutral
20279,neutral
20280,neutral
20281,neutral
20282,negative
20283,neutral
20284,neutral
20285,neutral
20286,neutral
20287,neutral
20288,neutral
20289,neutral
20290,neutral
20291,neutral
20292,neutral
20293,positive
20294,positive
20295,neutral
20296,neutral
20297,neutral
20298,positive
20299,neutral
20300,neutral
20301,neutral
20302,negative
20303,negative
20304,neutral
20305,neutral
20306,neutral
20307,positive
20308,positive
20309,neutral
20310,neutral
20311,negative
20312,neutral
20313,neutral
20314,negative
20315,neutral
20316,neutral
20317,neutral
20318,neutral
20319,neutral
20320,neutral
20321,positive
20322,neutral
20323,neutral
20324,negative
20325,neutral
20326,neutral
20327,neutral
20328,neutral
20329,neutral
20330,neutral
20331,neutral
20332,positive
20333,neutral
20334,neutral
20335,neutral
20336,neutral
20337,neutral
20338,neutral
20339,neutral
20340,positive
20341,neutral
20342,neutral
20343,neutral
20344,neutral
20345,neutral
20346,neutral
20347,neutral
20348,positive
20349,neutral
20350,negative
20351,neutral
20352,neutral
20353,neutral
20354,neutral
20355,neutral
20356,neutral
20357,neutral
20358,neutral
20359,positive
20360,neutral
20361,neutral
20362,neutral
20363,neutral
20364,neutral
20365,neutral
20366,positive
20367,neutral
20368,negative
20369,neutral
20370,neutral
20371,positive
20372,negative
20373,neutral
20374,positive
20375,neutral
20376,neutral
20377,neutral
20378,neutral
20379,neutral
20380,neutral
20381,neutral
20382,positive
20383,neutral
20384,neutral
20385,neutral
20386,neutral
20387,neutral
20388,neutral
20389,negative
20390,neutral
20391,neutral
20392,neutral
20393,neutral
20394,neutral
20395,positive
20396,neutral
20397,positive
20398,neutral
20399,positive
20400,neutral
20401,positive
20402,neutral
20403,neutral
20404,neutral
20405,neutral
20406,neutral
20407,positive
20408,neutral
20409,neutral
20410,neutral
20411,neutral
20412,positive
20413,neutral
20414,neutral
20415,positive
20416,neutral
20417,neutral
20418,neutral
20419,neutral
20420,neutral
20421,positive
20422,neutral
20423,neutral
20424,neutral
20425,negative
20426,neutral
20427,neutral
20428,neutral
20429,neutral
20430,neutral
20431,neutral
20432,positive
20433,neutral
20434,neutral
20435,neutral
20436,neutral
20437,negative
20438,neutral
20439,positive
20440,neutral
20441,positive
20442,neutral
20443,positive
20444,negative
20445,neutral
20446,positive
20447,neutral
20448,negative
20449,positive
20450,neutral
20451,positive
20452,neutral
20453,positive
20454,positive
20455,positive
20456,positive
20457,neutral
20458,positive
20459,positive
20460,neutral
20461,positive
20462,neutral
20463,neutral
20464,positive
20465,positive
20466,neutral
20467,positive
20468,neutral
20469,negative
20470,positive
20471,neutral
20472,neutral
20473,neutral
20474,neutral
20475,neutral
20476,neutral
20477,neutral
20478,positive
20479,positive
20480,neutral
20481,neutral
20482,neutral
20483,neutral
20484,neutral
20485,neutral
20486,positive
20487,positive
20488,neutral
20489,neutral
20490,neutral
20491,neutral
20492,neutral
20493,neutral
20494,neutral
20495,neutral
20496,positive
20497,neutral
20498,neutral
20499,neutral
20500,positive
20501,positive
20502,positive
20503,neutral
20504,neutral
20505,positive
20506,neutral
20507,neutral
20508,neutral
20509,neutral
20510,neutral
20511,positive
20512,neutral
20513,neutral
20514,positive
20515,neutral
20516,positive
20517,neutral
20518,neutral
20519,positive
20520,positive
20521,neutral
20522,neutral
20523,neutral
20524,positive
20525,neutral
20526,negative
20527,neutral
20528,neutral
20529,neutral
20530,neutral
20531,neutral
20532,neutral
20533,neutral
20534,neutral
20535,neutral
20536,negative
20537,neutral
20538,positive
20539,positive
20540,neutral
20541,positive
20542,neutral
20543,neutral
20544,neutral
20545,positive
20546,positive
20547,neutral
20548,positive
20549,negative
20550,positive
20551,positive
20552,neutral
20553,neutral
20554,neutral
20555,neutral
20556,neutral
20557,neutral
20558,neutral
20559,neutral
20560,positive
20561,neutral
20562,neutral
20563,neutral
20564,neutral
20565,negative
20566,negative
20567,positive
20568,neutral
20569,neutral
20570,positive
20571,neutral
20572,neutral
20573,positive
20574,negative
20575,neutral
20576,positive
20577,neutral
20578,neutral
20579,negative
20580,neutral
20581,neutral
20582,positive
20583,neutral
20584,neutral
20585,positive
20586,positive
20587,neutral
20588,neutral
20589,neutral
20590,neutral
20591,neutral
20592,neutral
20593,positive
20594,neutral
20595,positive
20596,neutral
20597,neutral
20598,neutral
20599,neutral
20600,neutral
20601,neutral
20602,neutral
20603,neutral
20604,negative
20605,neutral
20606,negative
20607,positive
20608,neutral
20609,positive
20610,neutral
20611,neutral
20612,positive
20613,neutral
20614,neutral
20615,neutral
20616,neutral
20617,neutral
20618,neutral
20619,positive
20620,neutral
20621,neutral
20622,neutral
20623,positive
20624,neutral
20625,neutral
20626,neutral
20627,positive
20628,neutral
20629,neutral
20630,positive
20631,neutral
20632,positive
20633,positive
20634,positive
20635,neutral
20636,negative
20637,neutral
20638,neutral
20639,neutral
20640,neutral
20641,positive
20642,positive
20643,neutral
20644,neutral
20645,neutral
20646,neutral
20647,neutral
20648,neutral
20649,positive
20650,positive
20651,positive
20652,neutral
20653,neutral
20654,neutral
20655,neutral
20656,neutral
20657,neutral
20658,neutral
20659,neutral
20660,negative
20661,positive
20662,positive
20663,neutral
20664,positive
20665,negative
20666,neutral
20667,positive
20668,neutral
20669,neutral
20670,neutral
20671,neutral
20672,neutral
20673,neutral
20674,positive
20675,neutral
20676,neutral
20677,positive
20678,neutral
20679,positive
20680,positive
20681,positive
20682,neutral
20683,neutral
20684,positive
20685,neutral
20686,neutral
20687,positive
20688,positive
20689,neutral
20690,positive
20691,neutral
20692,neutral
20693,neutral
20694,neutral
20695,neutral
20696,neutral
20697,negative
20698,neutral
20699,positive
20700,positive
20701,neutral
20702,neutral
20703,neutral
20704,negative
20705,neutral
20706,neutral
20707,negative
20708,neutral
20709,neutral
20710,neutral
20711,negative
20712,neutral
20713,positive
20714,neutral
20715,neutral
20716,positive
20717,neutral
20718,positive
20719,neutral
20720,positive
20721,neutral
20722,neutral
20723,positive
20724,neutral
20725,neutral
20726,positive
20727,neutral
20728,neutral
20729,neutral
20730,neutral
20731,neutral
20732,neutral
20733,neutral
20734,positive
20735,neutral
20736,neutral
20737,positive
20738,neutral
20739,neutral
20740,neutral
20741,neutral
20742,neutral
20743,neutral
20744,neutral
20745,neutral
20746,neutral
20747,neutral
20748,neutral
20749,neutral
20750,neutral
20751,neutral
20752,neutral
20753,neutral
20754,negative
20755,neutral
20756,neutral
20757,positive
20758,neutral
20759,positive
20760,negative
20761,neutral
20762,neutral
20763,neutral
20764,neutral
20765,negative
20766,neutral
20767,neutral
20768,positive
20769,positive
20770,neutral
20771,neutral
20772,neutral
20773,neutral
20774,positive
20775,neutral
20776,neutral
20777,neutral
20778,neutral
20779,positive
20780,neutral
20781,neutral
20782,neutral
20783,neutral
20784,neutral
20785,neutral
20786,neutral
20787,positive
20788,positive
20789,neutral
20790,neutral
20791,neutral
20792,neutral
20793,positive
20794,neutral
20795,positive
20796,neutral
20797,positive
20798,positive
20799,positive
20800,negative
20801,neutral
20802,neutral
20803,neutral
20804,neutral
20805,neutral
20806,positive
20807,neutral
20808,neutral
20809,neutral
20810,neutral
20811,neutral
20812,positive
20813,neutral
20814,neutral
20815,neutral
20816,positive
20817,neutral
20818,positive
20819,positive
20820,neutral
20821,neutral
20822,positive
20823,neutral
20824,positive
20825,neutral
20826,positive
20827,neutral
20828,neutral
20829,neutral
20830,neutral
20831,positive
20832,neutral
20833,neutral
20834,neutral
20835,neutral
20836,positive
20837,neutral
20838,positive
20839,positive
20840,neutral
20841,neutral
20842,neutral
20843,neutral
20844,neutral
20845,neutral
20846,positive
20847,neutral
20848,neutral
20849,neutral
20850,neutral
20851,neutral
20852,neutral
20853,neutral
20854,neutral
20855,positive
20856,neutral
20857,neutral
20858,neutral
20859,neutral
20860,neutral
20861,neutral
20862,negative
20863,neutral
20864,neutral
20865,positive
20866,positive
20867,neutral
20868,negative
20869,neutral
20870,negative
20871,positive
20872,neutral
20873,neutral
20874,neutral
20875,neutral
20876,neutral
20877,neutral
20878,neutral
20879,neutral
20880,negative
20881,neutral
20882,negative
20883,positive
20884,neutral
20885,positive
20886,neutral
20887,neutral
20888,neutral
20889,neutral
20890,positive
20891,neutral
20892,neutral
20893,neutral
20894,neutral
20895,neutral
20896,neutral
20897,neutral
20898,neutral
20899,negative
20900,negative
20901,neutral
20902,neutral
20903,negative
20904,neutral
20905,positive
20906,neutral
20907,neutral
20908,neutral
20909,negative
20910,neutral
20911,neutral
20912,neutral
20913,neutral
20914,neutral
20915,neutral
20916,neutral
20917,neutral
20918,positive
20919,neutral
20920,neutral
20921,neutral
20922,neutral
20923,neutral
20924,positive
20925,neutral
20926,neutral
20927,positive
20928,neutral
20929,neutral
20930,neutral
20931,neutral
20932,neutral
20933,neutral
20934,positive
20935,neutral
20936,negative
20937,neutral
20938,neutral
20939,neutral
20940,neutral
20941,neutral
20942,neutral
20943,neutral
20944,negative
20945,neutral
20946,neutral
20947,neutral
20948,neutral
20949,neutral
20950,neutral
20951,neutral
20952,positive
20953,positive
20954,neutral
20955,neutral
20956,neutral
20957,neutral
20958,neutral
20959,neutral
20960,neutral
20961,neutral
20962,neutral
20963,neutral
20964,positive
20965,neutral
20966,neutral
20967,neutral
20968,neutral
20969,neutral
20970,neutral
20971,positive
20972,neutral
20973,neutral
20974,neutral
20975,neutral
20976,positive
20977,positive
20978,negative
20979,neutral
20980,neutral
20981,neutral
20982,neutral
20983,neutral
20984,neutral
20985,positive
20986,neutral
20987,neutral
20988,neutral
20989,positive
20990,neutral
20991,neutral
20992,neutral
20993,neutral
20994,negative
20995,neutral
20996,neutral
20997,negative
20998,positive
20999,positive
21000,neutral
21001,neutral
21002,neutral
21003,neutral
21004,neutral
21005,positive
21006,positive
21007,neutral
21008,positive
21009,positive
21010,neutral
21011,neutral
21012,positive
21013,neutral
21014,neutral
21015,positive
21016,neutral
21017,neutral
21018,neutral
21019,neutral
21020,neutral
21021,neutral
21022,positive
21023,neutral
21024,neutral
21025,neutral
21026,neutral
21027,neutral
21028,neutral
21029,positive
21030,neutral
21031,positive
21032,positive
21033,neutral
21034,neutral
21035,negative
21036,neutral
21037,positive
21038,positive
21039,positive
21040,positive
21041,neutral
21042,neutral
21043,neutral
21044,negative
21045,neutral
21046,positive
21047,neutral
21048,positive
21049,positive
21050,neutral
21051,neutral
21052,neutral
21053,neutral
21054,neutral
21055,neutral
21056,neutral
21057,neutral
21058,positive
21059,neutral
21060,neutral
21061,neutral
21062,neutral
21063,neutral
21064,positive
21065,positive
21066,positive
21067,neutral
21068,negative
21069,neutral
21070,positive
21071,neutral
21072,neutral
21073,positive
21074,neutral
21075,neutral
21076,neutral
21077,negative
21078,negative
21079,neutral
21080,neutral
21081,neutral
21082,negative
21083,positive
21084,neutral
21085,neutral
21086,neutral
21087,neutral
21088,positive
21089,neutral
21090,neutral
21091,neutral
21092,neutral
21093,positive
21094,positive
21095,negative
21096,negative
21097,neutral
21098,neutral
21099,neutral
21100,neutral
21101,negative
21102,negative
21103,neutral
21104,neutral
21105,neutral
21106,negative
21107,positive
21108,negative
21109,negative
21110,negative
21111,neutral
21112,neutral
21113,neutral
21114,neutral
21115,positive
21116,neutral
21117,neutral
21118,positive
21119,neutral
21120,positive
21121,neutral
21122,neutral
21123,neutral
21124,neutral
21125,neutral
21126,positive
21127,neutral
21128,neutral
21129,neutral
21130,negative
21131,neutral
21132,negative
21133,neutral
21134,positive
21135,neutral
21136,neutral
21137,positive
21138,negative
21139,neutral
21140,neutral
21141,positive
21142,neutral
21143,neutral
21144,neutral
21145,neutral
21146,neutral
21147,neutral
21148,neutral
21149,positive
21150,neutral
21151,neutral
21152,neutral
21153,neutral
21154,positive
21155,neutral
21156,neutral
21157,neutral
21158,neutral
21159,neutral
21160,positive
21161,neutral
21162,neutral
21163,neutral
21164,neutral
21165,neutral
21166,neutral
21167,neutral
21168,neutral
21169,neutral
21170,neutral
21171,neutral
21172,neutral
21173,neutral
21174,neutral
21175,neutral
21176,neutral
21177,neutral
21178,neutral
21179,neutral
21180,neutral
21181,neutral
21182,neutral
21183,neutral
21184,neutral
21185,positive
21186,neutral
21187,positive
21188,positive
21189,neutral
21190,positive
21191,positive
21192,neutral
21193,neutral
21194,neutral
21195,positive
21196,positive
21197,neutral
21198,positive
21199,neutral
21200,neutral
21201,neutral
21202,neutral
21203,neutral
21204,neutral
21205,negative
21206,neutral
21207,positive
21208,positive
21209,positive
21210,negative
21211,positive
21212,positive
21213,neutral
21214,negative
21215,neutral
21216,negative
21217,positive
21218,neutral
21219,neutral
21220,positive
21221,negative
21222,neutral
21223,neutral
21224,positive
21225,neutral
21226,negative
21227,neutral
21228,positive
21229,positive
21230,positive
21231,positive
21232,neutral
21233,neutral
21234,neutral
21235,neutral
21236,positive
21237,positive
21238,neutral
21239,positive
21240,positive
21241,negative
21242,positive
21243,positive
21244,neutral
21245,neutral
21246,neutral
21247,positive
21248,positive
21249,positive
21250,neutral
21251,neutral
21252,positive
21253,neutral
21254,neutral
21255,neutral
21256,positive
21257,neutral
21258,positive
21259,neutral
21260,neutral
21261,positive
21262,positive
21263,neutral
21264,neutral
21265,neutral
21266,neutral
21267,neutral
21268,neutral
21269,neutral
21270,positive
21271,negative
21272,neutral
21273,neutral
21274,positive
21275,neutral
21276,positive
21277,neutral
21278,neutral
21279,positive
21280,neutral
21281,neutral
21282,neutral
21283,negative
21284,neutral
21285,negative
21286,neutral
21287,positive
21288,neutral
21289,neutral
21290,negative
21291,positive
21292,neutral
21293,positive
21294,neutral
21295,neutral
21296,neutral
21297,positive
21298,neutral
21299,neutral
21300,neutral
21301,negative
21302,positive
21303,neutral
21304,positive
21305,positive
21306,positive
21307,positive
21308,neutral
21309,positive
21310,neutral
21311,positive
21312,neutral
21313,positive
21314,neutral
21315,neutral
21316,positive
21317,neutral
21318,neutral
21319,neutral
21320,positive
21321,positive
21322,positive
21323,positive
21324,negative
21325,negative
21326,positive
21327,negative
21328,positive
21329,positive
21330,positive
21331,positive
21332,neutral
21333,positive
21334,neutral
21335,neutral
21336,negative
21337,neutral
21338,positive
21339,negative
21340,neutral
21341,neutral
21342,positive
21343,neutral
21344,neutral
21345,neutral
21346,positive
21347,neutral
21348,neutral
21349,negative
21350,negative
21351,neutral
21352,neutral
21353,neutral
21354,neutral
21355,neutral
21356,neutral
21357,neutral
21358,neutral
21359,positive
21360,positive
21361,positive
21362,neutral
21363,positive
21364,neutral
21365,neutral
21366,positive
21367,neutral
21368,positive
21369,positive
21370,neutral
21371,neutral
21372,neutral
21373,neutral
21374,neutral
21375,positive
21376,neutral
21377,neutral
21378,neutral
21379,neutral
21380,neutral
21381,positive
21382,neutral
21383,positive
21384,neutral
21385,neutral
21386,neutral
21387,neutral
21388,negative
21389,positive
21390,positive
21391,neutral
21392,negative
21393,neutral
21394,neutral
21395,neutral
21396,positive
21397,neutral
21398,negative
21399,positive
21400,neutral
21401,positive
21402,positive
21403,neutral
21404,neutral
21405,neutral
21406,neutral
21407,neutral
21408,neutral
21409,neutral
21410,neutral
21411,neutral
21412,positive
21413,neutral
21414,neutral
21415,positive
21416,positive
21417,positive
21418,neutral
21419,positive
21420,negative
21421,positive
21422,neutral
21423,positive
21424,positive
21425,positive
21426,positive
21427,neutral
21428,neutral
21429,positive
21430,neutral
21431,neutral
21432,neutral
21433,neutral
21434,neutral
21435,neutral
21436,positive
21437,neutral
21438,positive
21439,neutral
21440,neutral
21441,positive
21442,positive
21443,negative
21444,neutral
21445,negative
21446,positive
21447,neutral
21448,positive
21449,neutral
21450,neutral
21451,neutral
21452,positive
21453,neutral
21454,neutral
21455,neutral
21456,neutral
21457,neutral
21458,positive
21459,positive
21460,neutral
21461,positive
21462,neutral
21463,positive
21464,neutral
21465,neutral
21466,negative
21467,neutral
21468,positive
21469,neutral
21470,positive
21471,neutral
21472,neutral
21473,positive
21474,neutral
21475,neutral
21476,negative
21477,neutral
21478,negative
21479,positive
21480,neutral
21481,negative
21482,negative
21483,positive
21484,positive
21485,negative
21486,neutral
21487,positive
21488,positive
21489,neutral
21490,neutral
21491,neutral
21492,negative
21493,positive
21494,negative
21495,neutral
21496,positive
21497,neutral
21498,neutral
21499,positive
21500,neutral
21501,neutral
21502,positive
21503,positive
21504,neutral
21505,positive
21506,negative
21507,neutral
21508,neutral
21509,positive
21510,neutral
21511,negative
21512,neutral
21513,neutral
21514,neutral
21515,neutral
21516,neutral
21517,neutral
21518,positive
21519,neutral
21520,positive
21521,negative
21522,neutral
21523,neutral
21524,neutral
21525,neutral
21526,neutral
21527,neutral
21528,positive
21529,neutral
21530,negative
21531,positive
21532,neutral
21533,positive
21534,neutral
21535,neutral
21536,neutral
21537,neutral
21538,neutral
21539,neutral
21540,positive
21541,positive
21542,neutral
21543,neutral
21544,neutral
21545,neutral
21546,neutral
21547,neutral
21548,neutral
21549,positive
21550,neutral
21551,neutral
21552,neutral
21553,neutral
21554,neutral
21555,positive
21556,neutral
21557,negative
21558,negative
21559,positive
21560,neutral
21561,negative
21562,positive
21563,positive
21564,neutral
21565,positive
21566,negative
21567,neutral
21568,neutral
21569,neutral
21570,neutral
21571,neutral
21572,positive
21573,neutral
21574,positive
21575,neutral
21576,neutral
21577,positive
21578,neutral
21579,neutral
21580,negative
21581,neutral
21582,neutral
21583,neutral
21584,neutral
21585,neutral
21586,neutral
21587,neutral
21588,neutral
21589,neutral
21590,neutral
21591,neutral
21592,neutral
21593,neutral
21594,neutral
21595,positive
21596,positive
21597,positive
21598,positive
21599,neutral
21600,neutral
21601,negative
21602,neutral
21603,neutral
21604,negative
21605,neutral
21606,neutral
21607,positive
21608,neutral
21609,neutral
21610,neutral
21611,neutral
21612,neutral
21613,positive
21614,positive
21615,negative
21616,neutral
21617,positive
21618,neutral
21619,neutral
21620,neutral
21621,neutral
21622,positive
21623,neutral
21624,neutral
21625,negative
21626,neutral
21627,neutral
21628,neutral
21629,neutral
21630,positive
21631,neutral
21632,positive
21633,neutral
21634,neutral
21635,neutral
21636,neutral
21637,neutral
21638,neutral
21639,positive
21640,neutral
21641,neutral
21642,neutral
21643,neutral
21644,neutral
21645,positive
21646,neutral
21647,positive
21648,positive
21649,negative
21650,neutral
21651,neutral
21652,neutral
21653,positive
21654,neutral
21655,positive
21656,neutral
21657,positive
21658,neutral
21659,neutral
21660,neutral
21661,positive
21662,neutral
21663,positive
21664,positive
21665,positive
21666,neutral
21667,neutral
21668,neutral
21669,neutral
21670,positive
21671,neutral
21672,neutral
21673,neutral
21674,neutral
21675,neutral
21676,neutral
21677,neutral
21678,positive
21679,neutral
21680,neutral
21681,negative
21682,neutral
21683,neutral
21684,neutral
21685,positive
21686,negative
21687,positive
21688,positive
21689,neutral
21690,neutral
21691,neutral
21692,negative
21693,neutral
21694,negative
21695,positive
21696,negative
21697,neutral
21698,neutral
21699,neutral
21700,neutral
21701,neutral
21702,neutral
21703,negative
21704,positive
21705,neutral
21706,positive
21707,neutral
21708,negative
21709,neutral
21710,neutral
21711,neutral
21712,neutral
21713,neutral
21714,positive
21715,neutral
21716,neutral
21717,neutral
21718,positive
21719,positive
21720,positive
21721,neutral
21722,neutral
21723,neutral
21724,neutral
21725,neutral
21726,neutral
21727,positive
21728,positive
21729,neutral
21730,neutral
21731,positive
21732,positive
21733,neutral
21734,neutral
21735,positive
21736,positive
21737,positive
21738,positive
21739,positive
21740,neutral
21741,neutral
21742,neutral
21743,neutral
21744,neutral
21745,negative
21746,neutral
21747,positive
21748,positive
21749,neutral
21750,positive
21751,positive
21752,neutral
21753,neutral
21754,negative
21755,neutral
21756,negative
21757,neutral
21758,positive
21759,neutral
21760,negative
21761,positive
21762,neutral
21763,neutral
21764,neutral
21765,positive
21766,negative
21767,positive
21768,neutral
21769,positive
21770,neutral
21771,neutral
21772,negative
21773,negative
21774,neutral
21775,negative
21776,neutral
21777,neutral
21778,neutral
21779,neutral
21780,positive
21781,positive
21782,neutral
21783,positive
21784,neutral
21785,neutral
21786,neutral
21787,negative
21788,neutral
21789,negative
21790,positive
21791,neutral
21792,neutral
21793,negative
21794,positive
21795,positive
21796,neutral
21797,neutral
21798,neutral
21799,neutral
21800,neutral
21801,positive
21802,positive
21803,neutral
21804,neutral
21805,neutral
21806,positive
21807,positive
21808,neutral
21809,positive
21810,neutral
21811,neutral
21812,positive
21813,neutral
21814,negative
21815,neutral
21816,positive
21817,neutral
21818,neutral
21819,neutral
21820,positive
21821,positive
21822,neutral
21823,neutral
21824,neutral
21825,positive
21826,neutral
21827,neutral
21828,positive
21829,positive
21830,negative
21831,neutral
21832,neutral
21833,neutral
21834,neutral
21835,neutral
21836,neutral
21837,positive
21838,positive
21839,neutral
21840,neutral
21841,neutral
21842,neutral
21843,positive
21844,neutral
21845,neutral
21846,neutral
21847,neutral
21848,neutral
21849,neutral
21850,neutral
21851,neutral
21852,neutral
21853,neutral
21854,positive
21855,positive
21856,positive
21857,neutral
21858,positive
21859,neutral
21860,neutral
21861,neutral
21862,neutral
21863,negative
21864,positive
21865,positive
21866,neutral
21867,positive
21868,neutral
21869,positive
21870,neutral
21871,positive
21872,neutral
21873,neutral
21874,neutral
21875,neutral
21876,negative
21877,neutral
21878,negative
21879,neutral
21880,neutral
21881,neutral
21882,neutral
21883,neutral
21884,neutral
21885,positive
21886,neutral
21887,neutral
21888,neutral
21889,positive
21890,negative
21891,neutral
21892,neutral
21893,neutral
21894,neutral
21895,neutral
21896,neutral
21897,negative
21898,neutral
21899,neutral
21900,neutral
21901,neutral
21902,positive
21903,neutral
21904,positive
21905,neutral
21906,neutral
21907,neutral
21908,neutral
21909,neutral
21910,neutral
21911,neutral
21912,neutral
21913,neutral
21914,positive
21915,neutral
21916,neutral
21917,neutral
21918,positive
21919,neutral
21920,neutral
21921,neutral
21922,neutral
21923,neutral
21924,neutral
21925,neutral
21926,neutral
21927,neutral
21928,neutral
21929,neutral
21930,neutral
21931,neutral
21932,neutral
21933,neutral
21934,neutral
21935,neutral
21936,neutral
21937,neutral
21938,neutral
21939,positive
21940,neutral
21941,neutral
21942,neutral
21943,neutral
21944,neutral
21945,neutral
21946,neutral
21947,neutral
21948,neutral
21949,neutral
21950,neutral
21951,neutral
21952,neutral
21953,neutral
21954,neutral
21955,neutral
21956,neutral
21957,neutral
21958,positive
21959,positive
21960,neutral
21961,neutral
21962,neutral
21963,neutral
21964,positive
21965,neutral
21966,positive
21967,neutral
21968,neutral
21969,positive
21970,neutral
21971,neutral
21972,neutral
21973,negative
21974,neutral
21975,neutral
21976,positive
21977,neutral
21978,neutral
21979,neutral
21980,neutral
21981,neutral
21982,neutral
21983,neutral
21984,neutral
21985,neutral
21986,neutral
21987,neutral
21988,neutral
21989,neutral
21990,neutral
21991,neutral
21992,neutral
21993,neutral
21994,neutral
21995,positive
21996,neutral
21997,neutral
21998,neutral
21999,neutral
22000,neutral
22001,neutral
22002,neutral
22003,neutral
22004,neutral
22005,neutral
22006,neutral
22007,positive
22008,neutral
22009,neutral
22010,negative
22011,neutral
22012,neutral
22013,neutral
22014,neutral
22015,neutral
22016,neutral
22017,negative
22018,neutral
22019,positive
22020,neutral
22021,neutral
22022,positive
22023,neutral
22024,neutral
22025,neutral
22026,neutral
22027,neutral
22028,neutral
22029,positive
22030,neutral
22031,neutral
22032,neutral
22033,neutral
22034,neutral
22035,neutral
22036,negative
22037,neutral
22038,neutral
22039,neutral
22040,neutral
22041,neutral
22042,neutral
22043,neutral
22044,neutral
22045,neutral
22046,negative
22047,neutral
22048,negative
22049,neutral
22050,neutral
22051,neutral
22052,neutral
22053,neutral
22054,neutral
22055,neutral
22056,neutral
22057,neutral
22058,neutral
22059,neutral
22060,negative
22061,neutral
22062,neutral
22063,positive
22064,neutral
22065,neutral
22066,negative
22067,neutral
22068,neutral
22069,positive
22070,neutral
22071,neutral
22072,neutral
22073,neutral
22074,neutral
22075,neutral
22076,neutral
22077,neutral
22078,neutral
22079,positive
22080,neutral
22081,neutral
22082,neutral
22083,neutral
22084,negative
22085,neutral
22086,neutral
22087,neutral
22088,neutral
22089,negative
22090,neutral
22091,positive
22092,neutral
22093,neutral
22094,positive
22095,neutral
22096,neutral
22097,neutral
22098,neutral
22099,neutral
22100,positive
22101,neutral
22102,negative
22103,positive
22104,positive
22105,neutral
22106,positive
22107,neutral
22108,neutral
22109,neutral
22110,positive
22111,positive
22112,positive
22113,positive
22114,neutral
22115,positive
22116,neutral
22117,positive
22118,positive
22119,positive
22120,positive
22121,neutral
22122,neutral
22123,positive
22124,negative
22125,neutral
22126,neutral
22127,neutral
22128,positive
22129,negative
22130,neutral
22131,positive
22132,neutral
22133,positive
22134,positive
22135,neutral
22136,neutral
22137,neutral
22138,positive
22139,neutral
22140,positive
22141,neutral
22142,neutral
22143,positive
22144,neutral
22145,positive
22146,neutral
22147,positive
22148,positive
22149,neutral
22150,positive
22151,positive
22152,negative
22153,neutral
22154,neutral
22155,neutral
22156,positive
22157,neutral
22158,neutral
22159,neutral
22160,positive
22161,neutral
22162,neutral
22163,positive
22164,positive
22165,neutral
22166,neutral
22167,neutral
22168,neutral
22169,neutral
22170,positive
22171,neutral
22172,neutral
22173,neutral
22174,neutral
22175,neutral
22176,positive
22177,neutral
22178,neutral
22179,neutral
22180,neutral
22181,neutral
22182,neutral
22183,neutral
22184,neutral
22185,positive
22186,neutral
22187,neutral
22188,neutral
22189,neutral
22190,negative
22191,neutral
22192,neutral
22193,neutral
22194,neutral
22195,negative
